# From the Bright Star Catalogue, 5th Revised Ed.,
# available online through VizieR.

# Only the first three columns (Dec, RA, Mag) are used by Xplanet.

#    Dec      RA   Mag         Name  BSN     HD    SAO
-59.2158 10.7113  5.38 "          " 4198  92964 238379
-69.6903  6.4246  5.38 "   Pi 2Dor" 2377  46116 249550
  0.6650 16.4761  5.39 "          " 6136 148513 121623
  1.4078 11.4006  5.39 " 79    Leo" 4400  99055 118831
  7.2597 18.3193  5.39 "          " 6857 168387 123353
  7.8708  4.6517  5.39 "          " 1480  29499 111954
  9.1225 18.6077  5.39 "          " 6985 171802 123690
  9.8219 23.1671  5.39 " 58    Peg" 8821 218700 128007
  9.9425  6.2852  5.39 " 75    Ori" 2247  43525 113675
 -1.9853 18.4947  5.39 " 60    Ser" 6935 170474 142348
 14.3900 17.2442  5.39 " 64Alp2Her" 6407 156015 102681
 19.2269 14.4409  5.39 " 22    Boo" 5405 126661 101025
 30.5794  8.9041  5.39 " 57    Cnc" 3532  75959  61125
 32.4678 17.3443  5.39 " 72    Her" 6458 157214  65963
 33.7036 16.3748  5.39 " 21Nu 2CrB" 6108 147767  65259
 35.9353 17.1339  5.39 "          " 6377 155103  65812
 44.4044 14.6473  5.39 " 33    Boo" 5468 129002  45153
 50.3400 20.7035  5.39 " 51    Cyg" 7929 197511  32809
 60.7356  4.3632  5.39 "          " 1335  27245  13113
 61.9956 20.0924  5.39 " 66    Dra" 7701 191277  18700
 64.2475  0.8454  5.39 "          "  233   4775  11424
 80.5522 20.7926  5.39 "          " 8016 199437   3467
-10.7636 19.8463  5.39 " 51    Aql" 7553 187532 163036
-11.2942  7.1113  5.39 "          " 2678  53974 152394
-15.1447  6.8161  5.39 "          " 2522  49662 151962
-15.8317 18.3358  5.39 "          " 6858 168415 161348
-24.5331 15.8983  5.39 "          " 5906 142165 183900
-27.9417  2.8317  5.39 "   Gam2For"  845  17729 168082
-32.2022  7.3922  5.39 "          " 2823  58286 197938
-40.5869 11.5604  5.39 "          " 4453 100493 222863
-52.0861  7.3441  5.39 "          " 2815  57917 235116
-57.6761 12.3804  5.39 "          " 4706 107696 239901
-65.4681  0.7079  5.39 "   Rho Tuc"  187   4089 248237
-68.6894  9.2881  5.39 "          " 3712  80671 250526
  2.1278 23.1447  5.40 "  5    Psc" 8807 218527 127993
 -1.8044 15.7682  5.40 " 25    Ser" 5863 140873 140740
 -7.0344  6.4804  5.40 " 11Bet Mon" 2357  45726 133317
 11.1461  4.7405  5.40 "          " 1507  30034  94095
 13.7244  4.5104  5.40 " 83    Tau" 1430  28556  93979
 20.1750  5.9304  5.40 "          " 2063  39816  77730
 30.4925  5.6439  5.40 " 26    Aur" 1914  37269  58280
 40.7297  1.8881  5.40 " 55    And"  543  11428  37587
 42.8183 19.6574  5.40 " 14    Cyg" 7483 185872  48691
 50.8233 22.1861  5.40 "          " 8463 210715  34143
 59.7550 16.2876  5.40 "          " 6086 147232  29874
 59.9458 13.4742  5.40 "          " 5085 117376  16080
 61.8311  0.4132  5.40 " 12    Cas"   93   2011  11172
-37.6222  3.8098  5.40 "          " 1189  24071 194550
-39.1931 16.4004  5.40 "          " 6094 147513 207622
-45.4664 19.2727  5.40 "          " 7289 179886 229584
-51.2658  6.7813  5.40 "          " 2523  49689 234705
-62.0775  4.6127  5.40 "          " 1492  29712 249066
-70.9633  6.8575  5.40 "   Iot Vol" 2602  51557 256344
  9.0567  9.4743  5.41 "  2Ome Leo" 3754  81858 117717
 -2.5003  1.2767  5.41 " 39    Cet"  373   7672 129204
 11.6261  8.9321  5.41 " 60    Cnc" 3550  76351  98235
 13.0042 14.3212  5.41 " 18    Boo" 5365 125451 100975
 13.7283 10.2780  5.41 " 37    Leo" 4035  89056  99034
 20.9586 16.9153  5.41 "          " 6287 152815  84687
 23.2853 18.3691  5.41 "          " 6882 169110  85975
 26.4808  4.1805  5.41 " 44    Tau" 1287  26322  76485
 27.6086 21.4611  5.41 " 35    Vul" 8217 204414  89720
 33.3036 16.0174  5.41 " 15Rho CrB" 5968 143761  65024
 33.7483  5.3167  5.41 "          " 1732  34452  57884
 35.8103  9.5943  5.41 " 11    LMi" 3815  82885  61586
 45.6014  9.4778  5.41 "          " 3743  81688  42876
 73.9181  8.0032  5.41 "          " 3075  64307   6378
 74.8475  0.7961  5.41 " 23    Cas"  208   4382   4226
-15.6728 15.7346  5.41 " 44Eta Lib" 5848 140417 159466
-20.8244  1.9961  5.41 " 57    Cet"  583  12255 167466
-20.8519 21.4027  5.41 " 33    Cap" 8183 203638 190295
-27.7997  0.1929  5.41 "   Kap2Scl"   34    720 166103
-46.1339 14.6223  5.41 "          " 5450 128266 225062
-50.8003  2.7093  5.41 "   Iot Hor"  810  17051 232864
-57.6964 11.7886  5.41 "          " 4526 102461 239373
-68.7764 20.8217  5.41 "   Sig Pav" 7934 197635 254871
-70.1233 17.3683  5.41 "   Iot Aps" 6411 156190 257491
-72.5033 19.8237  5.41 "          " 7498 186219 257736
 -0.0697 11.2293  5.42 " 69    Leo" 4356  97585 118731
 -0.8850  2.3701  5.42 " 70    Cet"  691  14690 129858
 -3.6989 19.0485  5.42 " 14    Aql" 7209 176984 142959
 -4.0314 19.0827  5.42 " 15    Aql" 7225 177463 142996
 -6.9006 14.4783  5.42 "106    Vir" 5410 126927 139957
 17.0861  7.5301  5.42 "          " 2877  59686  96985
 17.9622  5.4528  5.42 "115    Tau" 1808  35671  94554
 28.9922  0.9639  5.42 " 68    Psc"  274   5575  74395
 33.2475 12.5608  5.42 "          " 4783 109317  63070
 33.4689 18.6103  5.42 "          " 6997 172044  67164
 55.2217  0.7548  5.42 "          "  196   4222  21677
 63.0672  5.5028  5.42 " 17    Cam" 1802  35583  13518
 79.4797  8.0797  5.42 "          " 3082  64486   6392
-15.4003  1.5997  5.42 " 50    Cet"  459   9856 147901
-17.2967 10.7811  5.42 "          " 4214  93397 156221
-19.5775  8.5253  5.42 "          " 3367  72310 154359
-23.9781 15.8988  5.42 "          " 5907 142184 183901
-27.6194 21.2215  5.42 "          " 8110 201901 190129
-27.9878  0.1558  5.42 "   Kap1Scl"   24    493 166083
-28.4536 22.0139  5.42 " 12Eta PsA" 8386 209014 190822
-36.2322  6.5637  5.42 "          " 2411  46815 196945
-37.5658 16.4088  5.42 "          " 6100 147628 207637
-38.5336  7.6877  5.42 "          " 2981  62226 198298
-39.1569 22.8506  5.42 "          " 8685 216149 214134
-41.4925  1.4113  5.42 "          "  408   8651 215492
-59.1931 19.8458  5.42 "          " 7531 186957 246293
-85.6631  8.9448  5.42 "   Zet Oct" 3678  79837 258515
  0.1283  2.0532  5.43 " 60    Cet"  607  12573 129655
  0.9628 22.9909  5.43 "  2    Psc" 8742 217264 127881
  9.8294  5.1554  5.43 " 16    Ori" 1672  33254 112467
 -4.8367  1.0507  5.43 " 25    Cet"  296   6203 129094
 -7.6936 23.0861  5.43 " 83    Aqr" 8782 218060 146498
 -8.1581  6.5306  5.43 "          " 2381  46229 133369
 -8.5475 16.2020  5.43 " 16    Sco" 6033 145607 141024
 11.3778 20.6303  5.43 "  5Iot Del" 7883 196544 106322
 21.9614  2.6469  5.43 " 32Nu  Ari"  773  16432  75495
 23.0256 19.2954  5.43 "  2    Vul" 7318 180968  87036
 29.6542  9.1334  5.43 " 72Tau Cnc" 3621  78235  80650
 44.2969  2.7348  5.43 " 14    Per"  800  16901  38289
 48.6842 22.9512  5.43 "          " 8731 217050  52526
 49.3544  0.6528  5.43 "          "  164   3574  36550
 55.9028 22.8295  5.43 "          " 8688 216174  34858
 62.2144 23.8139  5.43 "  6    Cas" 9018 223385  20869
 66.7903 12.7929  5.43 "  7    Dra" 4863 111335  15902
 73.9467  5.2062  5.43 "          " 1643  32650   5455
 80.8242  4.4508  5.43 "          " 1317  26836    691
-17.8600 13.7904  5.43 " 87    Vir" 5181 120052 158165
-17.9853 21.2993  5.43 " 30    Cap" 8137 202671 164286
-18.2008 14.2567  5.43 "          " 5332 124683 158448
-23.9622 19.4249  5.43 " 49Chi3Sgr" 7363 182416 188105
-24.8314 15.9763  5.43 "          " 5942 142990 183982
-27.7669 22.2386  5.43 " 16Lam PsA" 8478 210934 190985
-31.9239  7.3835  5.43 "          " 2819  58155 197925
-35.8047 11.0817  5.43 "          " 4313  96146 202067
-36.3639  7.8843  5.43 "          " 3085  64572 198553
-38.8122  7.4849  5.43 "          " 2875  59635 198045
-39.6864 18.7492  5.43 "          " 7031 172991 210518
-39.9150  0.4740  5.43 "          "  109   2490 215103
-44.3969 15.6034  5.43 "          " 5784 138816 225957
  0.3306 17.4805  5.44 "          " 6507 158352 122418
 -6.9239  4.1729  5.44 " 37    Eri" 1290  26409 131001
 15.9308  7.1394  5.44 " 45    Gem" 2684  54131  96535
 20.3108 15.9096  5.44 "          " 5924 142574  84070
 28.9708  6.7460  5.44 " 28    Gem" 2480  48450  78692
 41.6028 18.9145  5.44 "          " 7146 175740  47909
 48.6253 23.3249  5.44 " 11    And" 8874 219945  52907
 49.2203 20.5219  5.44 " 46Ome2Cyg" 7851 195774  49741
 63.5053  4.8681  5.44 "          " 1527  30442  13291
 66.8092 21.4628  5.44 "  7    Cep" 8227 204770  19432
 67.8103 16.1055  5.44 "          " 6025 145454  16962
 70.8711  3.8205  5.44 "          " 1138  23277   5000
-21.7131 18.2378  5.44 " 14    Sgr" 6816 167036 186509
-28.0806 11.1455  5.44 "          " 4334  96819 179577
-32.6433 15.0498  5.44 "          " 5595 132955 206239
-39.0414 12.4729  5.44 "          " 4748 108541 203508
-47.7472 11.6261  5.44 "          " 4476 101067 222917
-52.3728 15.6471  5.44 "          " 5798 139129 242793
-53.8111 16.2786  5.44 "          " 6055 146003 243526
-56.3172 11.9709  5.44 "          " 4576 103961 239533
  6.6719 18.6109  5.45 "          " 6987 171834 123693
 -0.3019  7.1899  5.45 " 21    Mon" 2707  55057 134316
 -1.1269  6.9068  5.45 "          " 2572  50747 133870
 -2.1292 10.8955  5.45 "          " 4253  94402 137871
 19.3186 21.6293  5.45 "  5    Peg" 8267 205852 107288
 23.4211  3.8058  5.45 "          " 1172  23753  76215
 24.4528  9.0456  5.45 " 69Nu  Cnc" 3595  77350  80595
 32.9103  8.9491  5.45 " 59Sig2Cnc" 3555  76398  61146
 37.9469 15.9299  5.45 " 12Lam CrB" 5936 142908  64974
 40.3681 19.9539  5.45 "          " 7628 189178  49011
 45.1819 20.8885  5.45 "          " 8003 199098  50182
 47.5647  7.9119  5.45 " 26    Lyn" 3066  64144  42058
 50.0489  4.3204  5.45 "          " 1330  27084  39457
 55.2814  7.3811  5.45 " 19    Lyn" 2784  57103  26312
 72.0050 17.9198  5.45 " 34Psi2Dra" 6725 164613   8961
 77.7347  3.3388  5.45 "          "  961  19978   4875
 79.5647  6.7706  5.45 "          " 2401  46588   5946
-14.3592  4.6555  5.45 "          " 1487  29613 149797
-14.3600  7.3495  5.45 "          " 2796  57478 152749
-23.8619  2.9566  5.45 "  4    Eri"  883  18454 168183
-27.1389 12.6284  5.45 "          " 4803 109799 180965
-32.6292  5.6638  5.45 "          " 1958  37811 196061
-36.7678 15.4551  5.45 "          " 5736 137432 206660
-41.8064 16.9005  5.45 "          " 6260 152234 227377
-42.6739 16.3216  5.45 "   Lam Nor" 6071 146667 226650
-50.3211 13.7940  5.45 "          " 5176 119971 241177
-50.6061  5.3228  5.45 "   Zet Pic" 1767  35072 233926
-51.5172  9.5014  5.45 "          " 3784  82419 237042
-53.6686  9.6201  5.45 "          " 3840  83520 237149
-58.7333 10.6241  5.45 "          " 4169  92207 238271
-62.1919  4.2469  5.45 "          " 1340  27304 248973
-69.5269  0.9167  5.45 "   Lam2Tuc"  270   5457 248281
-76.7761  9.7724  5.45 "   Nu  Cha" 3902  85396 256658
-79.4203  6.9429  5.45 "   The Men" 2689  54239 256355
  3.2922  5.5207  5.46 " 33    Ori" 1842  36351 112861
  8.1972  4.0657  5.46 "          " 1254  25570 111586
 -4.6475 19.6298  5.46 " 42    Aql" 7460 185124 143621
 -8.7878  9.1599  5.46 " 20    Hya" 3641  78732 136622
 -9.3133 14.1119  5.46 " 95    Vir" 5290 123255 139736
 12.1978  4.6676  5.46 " 93    Tau" 1484  29589  94063
 14.1372 10.5366  5.46 " 46    Leo" 4127  91232  99172
 17.0581  5.5373  5.46 "          " 1847  36408  94630
 21.0625 12.6520  5.46 " 26    Com" 4815 110024  82421
 24.2894  3.7467  5.46 " 16    Tau" 1140  23288  76126
 24.5672 12.5168  5.46 " 21    Com" 4766 108945  82346
 26.0500 17.9237  5.46 " 89    Her" 6685 163506  85545
 34.3358 15.4382  5.46 "          " 5741 137704  64701
 39.7086 16.3320  5.46 "          " 6091 147365  65233
 52.9214 13.6584  5.46 " 82    UMa" 5142 119024  28832
 59.2939 14.8573  5.46 "          " 5552 131507  29315
 65.1322 22.4515  5.46 " 26    Cep" 8561 213087  20075
 81.4228 20.4707  5.46 " 75    Dra" 7901 196787   3408
 83.3406  4.5000  5.46 "          " 1304  26659    693
-10.7778  2.3671  5.46 "          "  692  14691 148354
-11.4097 14.9461  5.46 " 15Xi 2Lib" 5564 131918 158915
-11.5650 22.1771  5.46 " 38    Aqr" 8452 210424 164910
-15.5858  7.2707  5.46 "          " 2758  56405 152641
-23.6025 12.1844  5.46 "  3    Crv" 4635 105850 180546
-24.0058  0.8779  5.46 "          "  247   5098 166647
-24.6306  6.9594  5.46 "          " 2607  51733 172644
-27.4914  7.1721  5.46 "          " 2708  55070 173122
-37.2536 21.9397  5.46 "          " 8366 208321 213414
-44.2067 18.2646  5.46 "          " 6818 167096 228851
-45.9128  8.7752  5.46 "          " 3494  75149 220442
-47.0778  5.5026  5.46 "          " 1856  36553 217368
-48.1169 18.4483  5.46 "          " 6894 169405 229021
-60.4964 15.3136  5.46 "          " 5680 135591 253101
-85.1233 12.9163  5.46 "   Iot Oct" 4870 111482 258654
 -1.0094 20.2205  5.47 " 66    Aql" 7720 192107 144181
 -4.0819 17.9466  5.47 "          " 6686 163532 141979
 -8.7447  9.2781  5.47 " 24    Hya" 3683  79931 136728
 10.6106  2.4136  5.47 " 24Xi  Ari"  702  14951  92932
 23.6283  0.9161  5.47 " 36    And"  258   5286  74359
 24.1058  4.0727  5.47 " 36    Tau" 1252  25555  76425
 25.1506  5.4879  5.47 "118    Tau" 1821  35943  77201
 33.4378 20.8983  5.47 "          " 8005 199101  70645
 37.1467 17.3946  5.47 " 75Rho Her" 6484 157778  66000
 44.0250  3.2965  5.47 " 30    Per"  982  20315  38704
 45.5261 11.0041  5.47 "          " 4280  95212  43562
 47.2208  2.9972  5.47 "          "  885  18474  38493
 48.0236  3.5357  5.47 "          " 1063  21699  38917
 49.8264  5.7650  5.47 " 27Omi Aur" 1971  38104  40583
 51.4289  7.2232  5.47 "          " 2703  54895  26223
 56.6992  9.3620  5.47 "          " 3698  80390  27219
 65.1450  8.5767  5.47 "  2    UMa" 3354  72037  14590
 70.7708 22.4336  5.47 "          " 8557 213022  10366
-14.3017 19.6262  5.47 "          " 7454 184985 162827
-16.5333 16.0054  5.47 " 49    Lib" 5954 143333 159625
-23.1106  6.1089  5.47 "          " 2163  41841 171236
-33.4319 20.6722  5.47 "          " 7893 196737 212333
-35.6761  2.8446  5.47 "   Eta3For"  851  17829 193944
-39.1319 22.4776  5.47 "   Nu  Gru" 8552 212953 213850
-41.3361 18.2202  5.47 "          " 6804 166596 228815
-42.1533  8.4311  5.47 "          " 3326  71459 219910
-42.8589 16.6063  5.47 "          " 6164 149404 226953
-42.9158 12.9221  5.47 "          " 4906 112213 223760
-62.8536  8.6219  5.47 "          " 3432  73887 250288
-71.6022  9.4518  5.47 "          " 3777  82350 256623
-73.0808  9.5268  5.47 "          " 3821  83095 256634
-74.9369  4.9198  5.47 "   Eta Men" 1629  32440 256145
-75.0442 18.3934  5.47 "   Phi Oct" 6829 167468 257584
-78.9633  8.6888  5.47 "   Eta Cha" 3502  75416 256543
-79.3614  5.8380  5.47 "   Kap Men" 2125  40953 256248
-80.4697 10.7544  5.47 "   Del1Cha" 4231  93779 258592
-88.9564 21.1462  5.47 "   Sig Oct" 7228 177482 258857
  4.4317 22.4994  5.48 " 37    Peg" 8566 213235 127551
  5.0211 16.2209  5.48 "  9    Her" 6047 145892 121431
 -5.3614  3.8782  5.48 " 30    Eri" 1202  24388 130789
 -9.4519 12.5630  5.48 " 21    Vir" 4781 109309 138845
 10.8392 20.9739  5.48 " 18    Del" 8030 199665 106712
 14.1947 10.7737  5.48 " 52    Leo" 4209  93291  99282
 15.6919  4.5108  5.48 " 81    Tau" 1428  28546  93978
 17.1536  4.9562  5.48 "          " 1585  31539  94227
 21.4253 18.8712  5.48 "112    Her" 7113 174933  86521
 24.1089 12.4908  5.48 " 18    Com" 4753 108722  82333
 30.5542 18.5472  5.48 "          " 6968 171301  67090
 35.3994  0.6225  5.48 "          "  157   3421  54038
 36.4014 18.1339  5.48 "          " 6793 166229  66666
 37.2719 14.8416  5.48 "          " 5541 131111  64355
 42.7922  5.3044  5.48 "          " 1722  34269  40214
 55.6583 19.0121  5.48 " 49    Dra" 7218 177249  31323
 56.8119  9.9977  5.48 "          " 3939  86378  27464
 61.0825 11.5391  5.48 "          " 4439 100203  15542
 75.8775 16.1804  5.48 " 19    UMi" 6079 146926   8446
-12.1931  7.7991  5.48 "  5    Pup" 3029  63336 153414
-13.2019 11.6445  5.48 " 24Iot Crt" 4488 101198 156802
-26.5897  9.4985  5.48 "          " 3770  82205 177546
-27.4300 14.0397  5.48 "          " 5265 122430 182182
-28.3239 12.7335  5.48 "          " 4839 110666 181063
-33.2594 16.9531  5.48 " 27    Sco" 6288 152820 208232
-38.5131  5.5476  5.48 "          " 1877  36848 195948
-39.3772 16.7799  5.48 "          " 6221 151078 208020
-40.3206  8.8276  5.48 "          " 3514  75630 220531
-41.2314 12.1485  5.48 "          " 4625 105521 223242
-46.6339 17.3176  5.48 "          " 6416 156274 227816
-52.7481 13.3438  5.48 "          " 5026 115823 240762
-53.4397  8.6566  5.48 "          " 3440  74071 236151
-59.4239 12.5279  5.48 "          " 4768 108968 240027
  7.2478 16.8387  5.49 " 47    Her" 6250 151956 121895
 -0.8922 19.3432  5.49 " 27    Aql" 7336 181440 143292
 -2.7617 23.7990  5.49 " 20    Psc" 9012 223252 146915
 -3.5567 21.4214  5.49 " 21    Aqr" 8199 203926 145384
 -6.7725  7.7673  5.49 "          " 3014  62902 135079
 15.0819  2.8582  5.49 " 43Sig Ari"  847  17769  93144
 17.7292  5.7906  5.49 "130    Tau" 1990  38558  94858
 18.8914 10.7735  5.49 " 51    Leo" 4208  93257  99281
 20.7689 22.9578  5.49 " 51    Peg" 8729 217014  90896
 25.7719 19.7286  5.49 " 10    Vul" 7506 186486  87633
 26.8089 20.1967  5.49 " 19    Vul" 7718 192004  88330
 30.9836 19.9772  5.49 "          " 7640 189395  69188
 35.0811  3.9413  5.49 "          " 1215  24640  56824
 41.1550 21.7184  5.49 "          " 8306 206749  51221
 79.4186  3.1022  5.49 "          "  881  18438   4810
-12.8781 21.4032  5.49 " 18    Aqr" 8187 203705 164364
-14.4836  5.8268  5.49 "          " 2021  39070 150845
-15.4700 19.7260  5.49 "          " 7496 186185 162931
-24.0325 18.5649  5.49 " 24    Sgr" 6961 171115 186981
-30.9067 16.3257  5.49 "          " 6077 146836 207558
-35.8775  7.9031  5.49 "          " 3091  64802 198575
-43.6800 18.8140  5.49 "   Eta1CrA" 7062 173715 229299
-50.8164  1.7683  5.49 "          "  519  10934 232519
-62.0022 18.1739  5.49 "   Iot Pav" 6761 165499 254157
-73.3894 15.5252  5.49 "   Kap1Aps" 5730 137387 257289
-87.4822 23.4677  5.49 "   Tau Oct" 8862 219765 258970
  5.1561  5.2456  5.50 "          " 1709  34043 112556
 -8.3694 16.2604  5.50 " 18    Sco" 6060 146233 141066
 11.9739  0.7837  5.50 " 58    Psc"  213   4482  92080
 12.6544  8.4455  5.50 " 27    Cnc" 3319  71250  97819
 15.8742  5.4627  5.50 "116    Tau" 1814  35770  94566
 19.2403  1.4449  5.50 " 94    Psc"  414   8763  92444
 19.6092  4.1528  5.50 " 43Ome1Tau" 1283  26162  93785
 24.2653  5.1352  5.50 "103    Tau" 1659  32990  76974
 24.7242  3.4051  5.50 " 64    Ari" 1022  21017  75912
 29.3222 17.8397  5.50 "          " 6654 162555  85464
 31.8044  1.0470  5.50 " 69Sig Psc"  291   6118  54374
 33.2839  2.0494  5.50 "  3Eps Tri"  599  12471  55218
 33.7186 10.4024  5.50 " 28    LMi" 4081  90040  62019
 38.5428 13.7833  5.50 "          " 5186 120164  63739
 39.5814 15.3771  5.50 "          " 5726 137071  64667
 59.4869 12.6065  5.50 "          " 4800 109729  28444
 70.1328 22.1775  5.50 "          " 8474 210884  19922
 71.2422 13.6197  5.50 "          " 5139 118904   7854
 78.8242 22.4980  5.50 " 29Rho2Cep" 8591 213798  10402
 84.2522 10.4949  5.50 "          " 4062  89571   1701
-11.3036 11.0541  5.50 "          " 4305  95808 156421
-13.5197  5.2945  5.50 "          " 1737  34538 150304
-14.8656 18.5454  5.50 "          " 6959 170975 161587
-16.8528 15.5487  5.50 " 35Zet4Lib" 5764 138485 159335
-22.3994 15.2731  5.50 "          " 5678 135534 183328
-22.4275  6.1494  5.50 "          " 2180  42301 171293
-22.5219  0.7699  5.50 "          "  210   4398 166555
-31.0469 19.0736  5.50 "          " 7211 177074 210883
-31.3825  5.9391  5.50 "   Sig Col" 2092  40248 196330
-31.5519  1.0407  5.50 "   Sig Scl"  293   6178 192884
-38.3953 21.9883  5.50 "          " 8379 208737 213452
-39.1992 20.7722  5.50 "          " 7933 197630 212416
-42.1539  6.1314  5.50 "   Pi 2Col" 2181  42303 217730
-43.1911  9.6337  5.50 "          " 3842  83548 221355
-45.3217 14.5024  5.50 "          " 5412 126981 224969
-49.1367 11.5824  5.50 "          " 4462 100708 222883
-58.9919 12.4580  5.50 "          " 4739 108396 239960
-59.1781  7.0543  5.50 "          " 2674  53921 234890
-70.9881 16.5720  5.50 "          " 6135 148488 257409
-76.7967 14.0888  5.50 "   The Aps" 5261 122250 257112
  1.2161 16.8569  5.51 " 21    Oph" 6255 152127 121911
  3.3242 18.1779  5.51 "          " 6800 166460 123212
 -1.1864 15.5494  5.51 " 11    Ser" 5772 138562 140596
 -5.1714  4.9401  5.51 " 62    Eri" 1582  31512 131614
 -6.4222  2.2831  5.51 " 67    Cet"  666  14129 129798
 -8.5236  2.0075  5.51 "          "  587  12292 129624
 -9.6975 20.9483  5.51 "  7    Aqr" 8015 199345 144968
 11.1456  0.1673  5.51 " 34    Psc"   26    560  91750
 13.3961  0.0950  5.51 " 86    Peg"    4     87  91701
 26.3256 10.7172  5.51 " 40    LMi" 4189  92769  81485
 29.6161 15.3357  5.51 "  1Omi CrB" 5709 136512  83768
 32.3072 20.6841  5.51 " 49    Cyg" 7921 197177  70362
 35.2058 15.0517  5.51 "          " 5609 133392  64476
 38.0397  4.1435  5.51 " 50    Per" 1278  25998  57006
 39.9744 17.3621  5.51 "          " 6469 157482  46664
